frame,x1,y1,x2,y2,conf
0,423.0,328.0,429.0,336.0,0.8396422266960144
0,328.0,292.0,333.0,299.0,0.8218817114830017
0,271.0,354.0,279.0,358.0,0.8167133331298828
0,473.0,369.0,477.0,377.0,0.8071978092193604
0,538.0,367.0,543.0,374.0,0.8063513040542603
0,542.0,310.0,547.0,317.0,0.7996594905853271
0,667.0,393.0,673.0,400.0,0.796599268913269
0,35.0,389.0,42.0,396.0,0.7859347462654114
0,20.0,353.0,26.0,358.0,0.7839809656143188
0,578.0,391.0,583.0,397.0,0.7736057639122009
0,74.0,387.0,80.0,396.0,0.7722625136375427
0,437.0,391.0,445.0,396.0,0.7681956887245178
0,30.0,359.0,34.0,369.0,0.7649087309837341
0,170.0,393.0,177.0,397.0,0.7646909952163696
0,139.0,359.0,143.0,367.0,0.7623834013938904
0,705.0,383.0,709.0,390.0,0.7597790360450745
0,157.0,315.0,161.0,324.0,0.7566667795181274
0,730.0,349.0,734.0,356.0,0.7537230849266052
0,23.0,392.0,28.0,398.0,0.7367556095123291
0,546.0,396.0,553.0,399.0,0.7292348146438599
0,537.0,395.0,542.0,398.0,0.7285841703414917
0,189.0,393.0,196.0,397.0,0.7275661826133728
0,62.0,394.0,70.0,398.0,0.7225293517112732
0,272.0,395.0,278.0,398.0,0.6735473871231079
0,281.0,394.0,287.0,397.0,0.6720695495605469
0,732.0,397.0,737.0,400.0,0.6664866805076599
0,418.0,397.0,426.0,401.0,0.664902925491333
0,413.0,395.0,420.0,399.0,0.6616557836532593
0,722.0,395.0,726.0,399.0,0.6503914594650269
0,207.0,391.0,213.0,396.0,0.6286996603012085
0,197.0,392.0,205.0,396.0,0.625495195388794
1,274.0,363.0,281.0,368.0,0.849232017993927
1,406.0,293.0,412.0,300.0,0.8269904255867004
1,328.0,292.0,333.0,299.0,0.8181986808776855
1,539.0,367.0,543.0,374.0,0.8140163421630859
1,668.0,395.0,675.0,401.0,0.8043233156204224
1,542.0,310.0,547.0,317.0,0.8036754727363586
1,473.0,369.0,477.0,377.0,0.7952505350112915
1,30.0,356.0,35.0,365.0,0.7934057116508484
1,707.0,381.0,713.0,387.0,0.7905572652816772
1,36.0,388.0,41.0,395.0,0.7849060893058777
1,578.0,391.0,583.0,397.0,0.7807179093360901
1,139.0,360.0,143.0,367.0,0.7776625156402588
1,730.0,350.0,735.0,356.0,0.7766481637954712
1,72.0,386.0,78.0,395.0,0.7755771279335022
1,170.0,393.0,177.0,397.0,0.7646649479866028
1,435.0,391.0,443.0,396.0,0.7621192336082458
1,157.0,315.0,161.0,324.0,0.7578723430633545
1,546.0,396.0,553.0,399.0,0.7485197186470032
1,537.0,394.0,542.0,399.0,0.7389496564865112
1,63.0,395.0,70.0,398.0,0.7158713340759277
1,734.0,397.0,738.0,400.0,0.7142102122306824
1,195.0,391.0,202.0,396.0,0.7070416808128357
1,23.0,392.0,27.0,397.0,0.7004597187042236
1,719.0,394.0,725.0,398.0,0.6989957094192505
1,281.0,394.0,287.0,397.0,0.6943556070327759
1,189.0,393.0,196.0,397.0,0.6809442043304443
1,272.0,395.0,278.0,398.0,0.6627344489097595
1,206.0,391.0,212.0,396.0,0.6520819664001465
1,414.0,395.0,423.0,400.0,0.4612344801425934
1,418.0,396.0,425.0,401.0,0.41421282291412354
1,74.0,394.0,82.0,398.0,0.41343241930007935
2,329.0,292.0,333.0,299.0,0.8093327879905701
2,538.0,367.0,543.0,374.0,0.8059406876564026
2,472.0,367.0,476.0,375.0,0.8057845234870911
2,542.0,309.0,547.0,317.0,0.7967416644096375
2,404.0,287.0,410.0,292.0,0.7943434119224548
