frame,ID,x,y,x1,y1,x2,y2
0,1,31.61878490447998,363.6738739013672,29.08381462097168,358.8724060058594,34.15375518798828,368.475341796875
0,2,22.640053749084476,355.89947509765625,19.781400680541992,353.0738220214844,25.49870681762696,358.7251281738281
0,3,66.73230743408203,397.2349243164063,62.36454772949219,394.7402648925781,71.10006713867188,399.7295837402344
0,4,37.66460609436035,393.2048034667969,34.05533981323242,389.22802734375,41.27387237548828,397.18157958984375
0,7,76.55098724365234,392.1039733886719,73.27169036865234,387.3512878417969,79.83028411865234,396.8566589355469
0,9,76.30793696732074,397.5461929952363,73.90780574173478,393.46309363000194,78.70806819290671,401.6292923604707
0,11,194.257568359375,395.7183532714844,190.4154663085937,392.9792785644531,198.09967041015625,398.4574279785156
0,12,159.66238403320312,320.28106689453125,157.4698944091797,315.6376647949219,161.85487365722656,324.9244689941406
0,14,205.6434233526101,396.2528381313834,203.24329212702415,392.169738766149,208.0435545781961,400.33593749661776
0,16,173.55767822265625,396.5374145507813,169.32212829589844,393.991943359375,177.79322814941406,399.0828857421875
0,17,141.02538299560547,363.8128204345703,138.91110229492188,359.5333557128906,143.13966369628906,368.09228515625
0,18,208.86554718017575,394.7224731445313,205.05616760253903,391.4076843261719,212.6749267578125,398.0372619628906
0,19,201.46320343017575,395.10536193847656,197.4319000244141,392.3186950683594,205.4945068359375,397.89202880859375
0,23,274.58062744140625,356.9838256835937,270.96453857421875,354.533203125,278.1967163085937,359.4344482421875
0,24,301.73968973688017,395.6372528526002,299.3395585112942,391.55415348736585,304.13982096246616,399.7203522178346
0,25,330.5166473388672,296.4055938720703,327.6630859375,292.835205078125,333.3702087402344,299.9759826660156
0,26,284.2184295654297,396.295654296875,280.49053955078125,393.9499816894531,287.9463195800781,398.6413269042969
0,27,276.320556640625,397.9519805908203,272.4147644042969,395.4328918457031,280.2263488769531,400.4710693359375
0,28,441.1715087890625,394.21327209472656,437.03948974609375,391.4215087890625,445.3035278320313,397.0050354003906
0,31,426.02110290527344,332.4324493408203,422.3635559082031,327.7086486816406,429.67864990234375,337.15625
0,32,423.897056627786,399.61556077740096,421.4969254022,395.5324614121666,426.297187853372,403.6986601426353
0,33,439.7406537099839,397.8048639680069,437.340522484398,393.7217646027725,442.14078493556985,401.88796333324126
0,34,419.2440032958984,398.4989624023438,413.8439636230469,395.4192504882813,424.64404296875,401.5786743164063
0,38,474.8092956542969,373.4175415039063,472.6437072753906,368.8973693847656,476.9748840332031,377.9377136230469
0,39,545.0306091308594,314.07423400878906,542.2261962890625,309.88482666015625,547.8350219726562,318.2636413574219
0,40,540.6397705078125,397.543197631836,537.7352905273438,395.1631164550781,543.5442504882812,399.92327880859375
0,42,549.55029296875,398.4100799560547,546.0248413085938,396.1671142578125,553.0757446289062,400.6530456542969
0,44,541.1188659667969,370.74452209472656,538.789794921875,366.6367492675781,543.4479370117188,374.852294921875
0,45,579.8500061035156,394.3465576171875,576.8595581054688,391.1943054199219,582.8404541015625,397.4988098144531
0,46,582.0096887338022,393.6661284036777,579.6095575082163,389.58302903844327,584.4098199593882,397.749227768912
0,48,723.7718505859375,397.583740234375,721.568115234375,395.1477966308594,725.9755859375,400.0196838378906
0,49,707.3675231933594,388.1922149658203,704.8555908203125,383.9393005371094,709.8794555664062,392.4451293945313
0,50,707.3646545410156,396.5620880126953,704.8973999023438,394.5962524414063,709.8319091796875,398.5279235839844
0,51,673.382824433632,399.3568898046304,670.982693208046,395.273790439396,675.7829556592179,403.4399891698648
0,52,736.1382751464844,397.7201232910156,733.6692504882812,395.6746826171875,738.6072998046875,399.76556396484375
0,53,731.901123046875,352.7127685546875,729.746826171875,348.9365234375,734.055419921875,356.489013671875
0,54,670.2618103027344,397.5790252685547,666.9892578125,393.7989807128906,673.5343627929688,401.3590698242188
1,1,32.861273765563965,361.1630554199219,30.394655227661133,356.7158203125,35.3278923034668,365.61029052734375
1,2,16.554942257317045,351.21051327925335,14.15481103173108,347.127413914019,18.95507348290301,355.2936126444877
1,3,68.77555847167969,396.9683990478516,64.50985717773438,394.1892395019531,73.041259765625,399.74755859375
1,4,37.974639892578125,392.0133361816406,34.4715461730957,388.0793151855469,41.47773361206055,395.9473571777344
1,7,75.46828079223633,391.0644378662109,71.99858856201172,386.43994140625,78.93797302246094,395.6889343261719
1,9,75.00337982177734,397.5257110595703,71.3538818359375,394.5093688964844,78.65287780761719,400.54205322265625
1,11,193.84288024902344,396.5581817626953,190.55088806152344,393.3517761230469,197.13487243652344,399.76458740234375
1,12,159.55712127685547,320.22007751464844,157.36802673339844,315.5884704589844,161.7462158203125,324.8516845703125
1,14,201.9766159057617,395.535888671875,198.7006378173828,392.2591552734375,205.25259399414065,398.8126220703125
1,16,173.3712158203125,396.5071258544922,169.22161865234375,393.9910583496094,177.52081298828125,399.023193359375
1,17,141.19931030273438,364.07623291015625,138.993896484375,359.7618713378906,143.40472412109375,368.3905944824219
1,18,208.78656005859372,394.7559356689453,205.3038787841797,391.2177734375,212.2692413330078,398.2940979003906
1,19,199.62932323569424,394.1834703492188,197.22919201010825,390.1003709839844,202.02945446128015,398.2665697144532
1,23,277.388427734375,366.2330474853516,273.8020935058594,362.9803771972656,280.9747619628906,369.4857177734375
1,24,301.73968973688017,395.6372528526002,299.3395585112942,391.55415348736585,304.13982096246616,399.7203522178346
1,25,330.5977478027344,296.4319152832031,327.8169250488281,292.995849609375,333.3785705566406,299.86798095703125
1,26,283.9699401855469,396.2320556640625,280.2606506347656,393.9054565429688,287.6792297363281,398.55865478515625
1,27,276.1054992675781,397.7189331054688,272.30035400390625,395.2320861816406,279.91064453125,400.2057800292969
1,28,439.1197052001953,394.3888092041016,434.8810424804688,391.5577087402344,443.3583679199219,397.2199096679688
1,31,409.08001708984375,296.5666046142578,405.89739990234375,293.2112121582031,412.26263427734375,299.9219970703125
1,32,422.86237273670366,398.5808768863186,420.46224151111767,394.4977775210842,425.26250396228966,402.663976251553
1,33,439.99932468275455,397.8048639680069,437.59919345716855,393.7217646027725,442.3994559083405,401.88796333324126
1,34,418.7997283935547,398.82154846191406,413.83929443359375,395.9518737792969,423.7601623535156,401.6912231445313
1,38,474.9114227294922,373.3782806396485,472.7917785644531,368.8940734863281,477.0310668945313,377.8624877929688
1,39,545.0787353515625,314.1010131835937,542.3484497070312,310.0393981933594,547.8090209960938,318.1626281738281
1,40,541.0289916992188,397.25672912597656,538.2802124023438,394.9235534667969,543.7777709960938,399.58990478515625
1,42,549.7985534667969,398.31092834472656,545.9188842773438,396.227294921875,553.67822265625,400.3945617675781
1,44,541.0325927734375,370.9907531738281,538.7306518554688,366.9961242675781,543.3345336914062,374.9853820800781
1,45,579.544189453125,394.9433898925781,576.3494873046875,391.3625183105469,582.7388916015625,398.5242614746094
1,46,582.0096887338022,396.2528381313834,579.6095575082163,392.169738766149,584.4098199593882,400.33593749661776
1,48,721.8331909179688,396.3020782470703,718.9230346679688,394.206787109375,724.7433471679688,398.3973693847656
1,49,709.7450866699219,384.6384582519531,706.4015502929688,380.9948425292969,713.088623046875,388.2820739746094
1,51,673.382824433632,401.426257586795,670.982693208046,397.3431582215606,675.7829556592179,405.50935695202935
1,52,736.158935546875,398.4517364501953,733.4478149414062,396.22552490234375,738.8700561523438,400.6779479980469
1,53,732.6838684082031,353.5434112548828,730.4931030273438,350.3935546875,734.8746337890625,356.6932678222656
1,54,671.3961181640625,398.9759216308594,667.515380859375,395.1111145019531,675.27685546875,402.8407287597656
2,1,32.98598670959473,357.5990905761719,30.42713928222656,352.78619384765625,35.54483413696289,362.4119873046875
2,2,15.002916420693571,350.69317133371214,12.602785195107606,346.61007196847777,17.40304764627954,354.7762706989465
2,3,68.16374206542969,397.24798583984375,63.6923828125,394.7019958496094,72.63510131835938,399.7939758300781
2,4,36.98304557800293,390.42327880859375,33.572322845458984,385.9981689453125,40.39376831054688,394.848388671875
2,7,74.39022445678711,389.48106384277344,71.13972473144531,385.1727294921875,77.6407241821289,393.7893981933594
2,9,75.58259201049805,396.8600616455078,71.81139373779297,393.8832702636719,79.35379028320312,399.83685302734375
2,11,192.9413909912109,396.5576019287109,189.2159576416016,393.33734130859375,196.6668243408203,399.7778625488281
2,12,159.86934661865234,319.7937316894531,157.74021911621094,315.06402587890625,161.99847412109375,324.5234375
2,14,203.17407989501956,395.8898468017578,200.2043914794922,392.5900573730469,206.14376831054688,399.1896362304688
2,16,173.50509643554688,396.36077880859375,169.18357849121094,393.7944030761719,177.8266143798828,398.9271545410156
2,17,141.82862091064453,363.3858795166016,139.66329956054688,359.3072814941406,143.9939422607422,367.4644775390625
2,18,208.8396224975586,393.6311950683594,205.8821563720703,389.7373352050781,211.79708862304688,397.5250549316406
2,19,200.05178833007807,395.50628662109375,196.827377319336,392.5186767578125,203.2761993408203,398.493896484375
2,23,276.2421112060547,381.3861083984375,273.6937561035156,377.505615234375,278.7904663085937,385.2666015625
