frame,ID,x,y
0,1,578.68,306.43
0,2,474.15,374.07
0,3,557.26,281.0
0,4,323.44,358.73
0,5,201.05,375.5
0,6,292.91,365.76
0,7,555.82,376.51
0,8,161.46,371.8
0,9,139.27,373.21
0,10,454.33,374.24
0,11,60.75,373.54
0,12,324.85,375.45
0,13,594.76,371.1
0,14,444.42,373.83
0,15,312.88,372.16
0,16,78.16,372.03
0,17,586.97,375.7
0,18,192.8,374.33
0,19,185.02,373.62
1,1,578.81,306.23
1,2,474.64,373.54
1,3,557.45,281.61
1,4,331.3,364.07
1,5,201.04,375.57
1,6,294.22,364.88
1,7,555.8,376.65
1,8,161.89,371.86
1,9,140.2,374.1
1,10,455.18,374.41
1,11,59.54,372.97
1,12,324.36,375.95
1,13,595.95,369.67
1,14,444.67,373.85
1,15,313.45,372.33
1,16,77.71,372.81
1,17,586.58,375.44
1,18,302.85,374.17
1,19,184.64,373.75
2,1,578.89,305.93
2,2,474.3,374.2
2,3,557.43,281.68
2,4,303.89,373.68
2,5,201.6,375.88
2,6,296.04,364.36
2,7,555.87,376.82
2,8,160.28,372.14
2,9,139.12,374.39
2,10,453.94,372.71
2,11,60.45,373.29
2,12,326.14,375.1
2,13,596.58,368.32
2,15,312.76,373.41
2,16,77.63,372.57
2,17,586.69,375.62
2,19,185.05,373.9
3,1,578.5,304.93
3,2,469.0,374.11
3,3,557.45,281.52
3,4,301.46,375.02
3,5,201.71,375.89
3,6,293.49,364.85
3,7,555.84,376.95
3,9,141.3,374.16
3,10,454.66,373.22
3,11,61.06,373.68
3,12,322.85,373.65
3,13,596.88,366.96
3,14,445.66,373.43
3,15,474.43,366.51
3,16,77.4,372.56
3,17,587.55,375.59
3,19,185.19,373.97
3,20,192.71,375.41
4,1,578.06,304.54
4,2,469.18,372.55
4,3,557.3,281.45
4,4,300.67,375.13
4,5,201.88,375.94
4,6,293.15,363.17
4,7,555.87,376.96
4,8,80.62,358.35
4,9,143.55,374.79
4,11,62.48,374.07
4,12,324.94,369.01
4,13,596.65,364.05
4,14,445.1,374.45
4,16,65.49,364.81
4,17,590.44,375.17
4,19,184.76,373.76
4,20,192.52,375.35
5,1,578.25,304.05
5,3,557.42,281.6
5,5,201.67,375.81
5,6,290.45,369.14
5,7,555.8,376.89
5,8,79.93,372.46
5,9,145.38,375.18
5,10,460.36,373.96
5,11,60.65,373.6
5,12,324.04,361.04
5,13,596.38,361.99
5,14,445.53,375.53
5,17,592.26,375.5
5,19,184.95,373.93
5,21,314.31,373.07
6,1,577.78,303.91
6,3,557.48,281.9
6,5,201.55,375.83
6,6,289.61,370.67
6,7,555.98,376.88
6,8,61.6,372.9
6,9,146.98,373.51
6,10,460.61,374.5
6,11,78.01,373.32
6,12,309.28,370.42
6,13,596.29,359.95
6,14,445.67,374.1
6,17,595.53,375.53
6,19,158.03,372.32
6,21,319.41,374.86
7,1,577.1,303.81
7,3,557.56,281.97
7,5,200.06,375.89
7,6,290.38,371.14
7,7,556.02,376.96
7,8,59.85,372.92
7,9,146.02,373.77
7,10,460.36,374.67
7,11,78.11,373.55
7,12,312.12,371.64
7,13,595.25,357.65
7,14,446.42,373.7
7,17,597.11,375.06
7,19,156.97,372.27
7,20,192.66,375.05
7,21,324.34,375.86
8,1,576.0,304.02
8,3,557.74,281.93
8,4,293.71,375.56
8,5,200.81,375.98
8,6,290.35,368.73
8,7,555.97,377.06
8,8,59.46,372.22
8,9,147.52,374.05
8,10,460.07,374.44
8,11,77.83,373.56
8,12,309.65,372.91
8,13,594.12,355.41
8,14,445.89,373.62
8,16,183.89,373.78
8,17,597.86,375.11
8,19,155.82,372.32
8,20,194.04,375.2
8,21,324.54,372.4
9,1,573.47,304.72
9,3,557.87,281.25
9,4,293.42,375.41
9,5,200.8,375.47
9,6,290.27,368.23
9,7,555.99,377.09
9,8,58.7,372.65
9,9,148.04,374.06
9,10,459.5,374.69
9,11,78.32,374.32
9,12,308.47,372.66
9,13,593.53,353.88
9,14,445.67,373.58
9,16,183.85,373.72
9,17,598.41,375.05
9,19,156.04,372.51
9,20,194.42,375.2
9,21,324.11,374.02
10,1,572.14,304.91
10,3,557.76,281.26
10,4,293.15,375.77
10,5,184.34,373.38
10,6,288.53,369.48
10,7,556.05,377.17
10,8,59.34,372.07
10,9,66.65,374.5
10,10,459.49,374.39
10,11,77.02,375.0
10,12,310.56,372.52
10,13,592.43,352.34
10,14,445.0,373.27
10,17,599.46,374.87
10,19,153.91,373.99
10,20,198.08,374.93
10,21,324.48,373.66
11,1,571.2,305.34
11,3,557.72,281.38
11,4,293.02,375.61
11,5,184.24,373.5
11,6,287.72,369.28
11,7,555.99,377.16
11,8,59.49,371.98
11,9,66.43,374.22
11,10,459.84,374.58
11,11,76.24,375.03
11,13,591.74,351.99
11,14,444.43,374.17
11,17,599.73,374.9
11,19,153.72,373.79
11,20,197.93,374.47
11,21,323.91,373.25
12,1,570.52,305.14
12,3,557.59,281.47
12,4,293.14,375.69
12,5,184.29,373.46
12,6,289.78,368.71
12,7,556.01,377.11
12,9,60.62,372.43
12,10,461.39,374.1
12,11,75.87,374.13
12,12,308.0,371.97
12,13,591.24,350.52
12,14,444.39,374.18
12,16,155.34,372.66
12,17,599.94,375.02
12,19,149.97,373.93
12,20,197.65,374.72
12,21,324.46,374.41
13,1,570.04,305.15
13,3,557.5,281.55
13,4,292.93,375.52
13,5,184.23,373.46
13,6,289.42,368.34
13,7,555.84,377.09
13,9,61.37,372.83
13,11,75.35,374.11
13,12,307.92,371.75
13,13,590.09,349.82
13,14,443.77,373.98
13,17,600.0,375.09
13,19,151.25,373.77
13,20,198.17,374.85
13,21,324.44,374.37
14,1,569.66,305.0
14,3,557.37,281.41
14,4,293.27,375.43
14,5,184.1,373.49
14,6,288.11,367.93
14,7,555.56,377.01
14,8,64.81,374.67
14,9,60.92,372.02
14,10,459.96,374.38
14,11,74.83,374.09
14,12,307.73,371.85
14,13,589.05,349.0
14,14,444.01,374.22
14,17,600.47,374.84
14,19,153.21,373.24
14,20,197.87,375.31
14,21,324.02,374.07
15,1,569.44,304.76
15,3,557.37,281.06
15,4,293.33,375.14
15,5,184.12,373.52
15,6,287.11,366.68
15,7,555.33,376.74
15,8,65.21,374.36
15,9,60.13,371.87
15,10,461.57,373.84
15,11,74.28,373.9
15,12,306.9,371.72
15,13,588.15,348.1
15,14,443.67,374.18
15,17,600.73,374.65
15,19,154.57,373.16
15,20,198.77,375.5
15,21,324.03,373.91
16,1,569.77,304.66
16,3,557.34,280.89
16,4,293.34,375.14
16,5,184.35,373.63
16,6,287.38,366.84
16,7,555.1,376.57
16,8,65.57,374.02
16,9,59.41,371.73
16,10,461.88,373.53
16,11,73.95,374.04
16,12,318.57,372.07
16,13,586.64,347.38
16,17,601.28,374.44
16,19,154.17,373.44
16,20,198.48,375.55
16,21,324.67,374.3
17,1,569.6,305.0
17,3,557.05,280.82
17,4,292.55,375.06
17,5,184.4,373.6
17,6,287.52,366.73
17,7,554.97,376.42
17,8,66.93,373.79
17,9,59.83,371.64
17,10,462.46,372.92
17,11,73.73,373.94
17,12,318.18,371.93
17,13,584.88,346.5
17,14,304.77,371.21
17,17,601.35,374.28
17,19,154.25,373.74
17,20,198.28,375.62
17,21,324.56,374.3
18,1,570.55,305.37
18,2,447.79,375.37
18,3,556.88,280.87
18,4,291.65,374.88
18,5,184.93,373.57
18,6,290.14,365.27
18,7,554.89,376.37
18,8,65.25,373.53
18,9,57.17,362.51
18,10,463.55,373.12
18,11,72.63,373.11
18,12,317.47,371.91
18,13,584.15,345.69
18,14,302.47,371.38
18,17,601.31,374.2
18,19,154.35,373.57
18,20,197.81,374.65
18,21,324.94,373.79
19,1,571.41,305.74
19,2,446.99,375.18
19,3,556.76,280.42
19,4,291.21,374.53
19,5,185.0,373.56
19,6,287.34,365.95
19,7,554.7,376.23
19,8,65.71,373.98
19,9,51.63,314.53
19,10,463.93,373.21
19,11,72.35,372.82
19,12,317.1,371.52
19,13,582.94,344.35
19,17,600.42,374.31
19,19,154.19,373.52
19,20,197.51,374.65
19,21,324.49,373.47
20,1,571.89,305.97
20,2,446.79,375.09
20,3,556.65,280.29
20,4,291.13,374.59
20,5,184.79,373.46
20,6,286.5,365.0
20,7,554.52,376.08
20,8,66.35,374.15
20,9,48.0,277.45
20,10,464.24,373.24
20,11,72.42,372.98
20,12,317.23,371.3
20,13,581.64,342.95
20,14,302.71,371.19
20,17,599.7,374.31
20,19,154.1,373.46
20,20,197.4,374.64
20,21,324.91,373.46
21,1,574.05,305.97
