1,1,29.084,358.872,5.070,9.603,1,1,1.0
1,2,19.781,353.074,5.717,5.651,1,1,1.0
1,3,62.365,394.740,8.736,4.989,1,1,1.0
1,4,34.055,389.228,7.219,7.954,1,1,1.0
1,6,23.983,391.822,4.697,6.618,1,1,1.0
1,7,73.272,387.351,6.559,9.505,1,1,1.0
1,9,73.908,393.463,4.800,8.166,1,1,1.0
1,11,190.415,392.979,7.684,5.478,1,1,1.0
1,12,157.470,315.638,4.385,9.287,1,1,1.0
1,14,203.243,392.170,4.800,8.166,1,1,1.0
1,16,169.322,393.992,8.471,5.091,1,1,1.0
1,17,138.911,359.533,4.229,8.559,1,1,1.0
1,18,205.056,391.408,7.619,6.630,1,1,1.0
1,19,197.432,392.319,8.063,5.573,1,1,1.0
1,23,270.965,354.533,7.232,4.901,1,1,1.0
1,24,299.340,391.554,4.800,8.166,1,1,1.0
1,25,327.663,292.835,5.707,7.141,1,1,1.0
1,26,280.491,393.950,7.456,4.691,1,1,1.0
1,27,272.415,395.433,7.812,5.038,1,1,1.0
1,28,437.039,391.422,8.264,5.584,1,1,1.0
1,31,422.364,327.709,7.315,9.448,1,1,1.0
1,32,421.497,395.532,4.800,8.166,1,1,1.0
1,33,437.341,393.722,4.800,8.166,1,1,1.0
1,34,413.844,395.419,10.800,6.159,1,1,1.0
1,38,472.644,368.897,4.331,9.040,1,1,1.0
1,39,542.226,309.885,5.609,8.379,1,1,1.0
1,40,537.735,395.163,5.809,4.760,1,1,1.0
1,42,546.025,396.167,7.051,4.486,1,1,1.0
1,44,538.790,366.637,4.658,8.216,1,1,1.0
1,45,576.860,391.194,5.981,6.305,1,1,1.0
1,46,579.610,389.583,4.800,8.166,1,1,1.0
1,48,721.568,395.148,4.407,4.872,1,1,1.0
1,49,704.856,383.939,5.024,8.506,1,1,1.0
1,50,704.897,394.596,4.935,3.932,1,1,1.0
1,51,670.983,395.274,4.800,8.166,1,1,1.0
1,52,733.669,395.675,4.938,4.091,1,1,1.0
1,53,729.747,348.937,4.309,7.552,1,1,1.0
1,54,666.989,393.799,6.545,7.560,1,1,1.0
2,1,30.395,356.716,4.933,8.894,1,1,1.0
2,2,14.155,347.127,4.800,8.166,1,1,1.0
2,3,64.510,394.189,8.531,5.558,1,1,1.0
2,4,34.472,388.079,7.006,7.868,1,1,1.0
2,6,23.758,392.859,5.054,4.997,1,1,1.0
2,7,71.999,386.440,6.939,9.249,1,1,1.0
2,9,71.354,394.509,7.299,6.033,1,1,1.0
2,11,190.551,393.352,6.584,6.413,1,1,1.0
2,12,157.368,315.588,4.378,9.263,1,1,1.0
2,14,198.701,392.259,6.552,6.553,1,1,1.0
2,16,169.222,393.991,8.299,5.032,1,1,1.0
2,17,138.994,359.762,4.411,8.629,1,1,1.0
2,18,205.304,391.218,6.965,7.076,1,1,1.0
2,19,197.229,390.100,4.800,8.166,1,1,1.0
2,23,273.802,362.980,7.173,6.505,1,1,1.0
2,24,299.340,391.554,4.800,8.166,1,1,1.0
2,25,327.817,292.996,5.562,6.872,1,1,1.0
2,26,280.261,393.905,7.419,4.653,1,1,1.0
2,27,272.300,395.232,7.610,4.974,1,1,1.0
2,28,434.881,391.558,8.477,5.662,1,1,1.0
2,31,405.897,293.211,6.365,6.711,1,1,1.0
2,32,420.462,394.498,4.800,8.166,1,1,1.0
2,33,437.599,393.722,4.800,8.166,1,1,1.0
2,34,413.839,395.952,9.921,5.739,1,1,1.0
2,38,472.792,368.894,4.239,8.968,1,1,1.0
2,39,542.348,310.039,5.461,8.123,1,1,1.0
2,40,538.280,394.924,5.498,4.666,1,1,1.0
2,42,545.919,396.227,7.759,4.167,1,1,1.0
2,44,538.731,366.996,4.604,7.989,1,1,1.0
2,45,576.349,391.363,6.389,7.162,1,1,1.0
2,46,579.610,392.170,4.800,8.166,1,1,1.0
2,48,718.923,394.207,5.820,4.191,1,1,1.0
2,49,706.402,380.995,6.687,7.287,1,1,1.0
2,51,670.983,397.343,4.800,8.166,1,1,1.0
2,52,733.448,396.226,5.422,4.452,1,1,1.0
2,53,730.493,350.394,4.382,6.300,1,1,1.0
2,54,667.515,395.111,7.761,7.730,1,1,1.0
3,1,30.427,352.786,5.118,9.626,1,1,1.0
3,2,12.603,346.610,4.800,8.166,1,1,1.0
3,3,63.692,394.702,8.943,5.092,1,1,1.0
3,4,33.572,385.998,6.821,8.850,1,1,1.0
3,6,22.174,392.687,4.800,8.166,1,1,1.0
3,7,71.140,385.173,6.501,8.617,1,1,1.0
3,9,71.811,393.883,7.542,5.954,1,1,1.0
3,11,189.216,393.337,7.451,6.441,1,1,1.0
3,12,157.740,315.064,4.258,9.459,1,1,1.0
3,14,200.204,392.590,5.939,6.600,1,1,1.0
3,16,169.184,393.794,8.643,5.133,1,1,1.0
3,17,139.663,359.307,4.331,8.157,1,1,1.0
3,18,205.882,389.737,5.915,7.788,1,1,1.0
3,19,196.827,392.519,6.449,5.975,1,1,1.0
3,23,273.694,377.506,5.097,7.761,1,1,1.0
3,24,299.340,390.261,4.800,8.166,1,1,1.0
3,25,328.703,291.949,4.889,8.329,1,1,1.0
3,26,279.549,394.007,8.106,5.154,1,1,1.0
3,27,272.696,393.980,4.800,8.166,1,1,1.0
3,28,431.971,391.869,9.806,5.531,1,1,1.0
3,31,404.453,286.577,5.706,4.767,1,1,1.0
3,32,420.721,395.015,4.800,8.166,1,1,1.0
3,33,438.893,392.687,4.800,8.166,1,1,1.0
3,34,413.315,395.826,9.892,5.830,1,1,1.0
3,38,472.575,367.485,4.259,9.081,1,1,1.0
3,39,542.008,309.587,5.562,8.641,1,1,1.0
3,40,539.172,393.801,5.248,4.980,1,1,1.0
3,42,545.690,395.996,7.693,4.456,1,1,1.0
3,44,538.526,366.969,4.326,8.245,1,1,1.0
3,45,576.554,391.361,7.197,6.761,1,1,1.0
3,46,580.903,389.842,4.800,8.166,1,1,1.0
3,48,714.783,394.011,7.508,4.882,1,1,1.0
3,49,708.618,379.022,7.417,7.226,1,1,1.0
3,50,703.340,394.174,6.328,4.027,1,1,1.0
3,51,671.241,395.532,4.800,8.166,1,1,1.0
3,52,733.803,396.562,5.661,4.187,1,1,1.0
3,53,731.769,350.706,4.281,4.150,1,1,1.0
3,54,667.844,393.979,8.150,8.105,1,1,1.0
4,1,31.515,349.406,5.247,9.685,1,1,1.0
4,2,12.344,345.317,4.800,8.166,1,1,1.0
4,3,63.361,393.177,8.188,6.153,1,1,1.0
4,4,34.999,383.632,5.514,9.570,1,1,1.0
4,5,23.491,392.739,5.143,5.558,1,1,1.0
4,7,69.404,382.867,5.709,8.657,1,1,1.0
4,9,72.763,393.256,7.041,5.945,1,1,1.0
4,11,190.290,392.894,7.397,4.970,1,1,1.0
4,12,158.189,313.095,5.030,9.882,1,1,1.0
4,14,202.985,393.722,4.800,8.166,1,1,1.0
4,16,170.673,393.806,8.052,5.094,1,1,1.0
4,17,140.238,358.895,5.108,7.113,1,1,1.0
4,18,206.086,390.710,5.639,6.581,1,1,1.0
4,19,196.724,392.568,5.986,6.267,1,1,1.0
4,23,272.247,391.397,5.880,5.770,1,1,1.0
4,24,299.598,391.554,4.800,8.166,1,1,1.0
4,25,330.030,289.832,4.709,8.731,1,1,1.0
4,26,280.567,393.971,7.046,4.833,1,1,1.0
4,27,272.999,394.725,7.126,6.183,1,1,1.0
4,28,431.435,392.368,9.920,5.195,1,1,1.0
4,31,405.583,296.370,5.341,8.178,1,1,1.0
4,32,418.091,350.387,5.250,11.958,1,1,1.0
4,33,438.893,393.463,4.800,8.166,1,1,1.0
4,34,413.119,395.763,7.921,5.793,1,1,1.0
