frame,ID,x,y
0,5,36.30289840698242,439.8348083496094
0,6,26.492977142333984,435.69935607910156
0,7,66.3972396850586,441.804931640625
0,13,49.704315185546875,440.27320861816406
0,16,55.161075592041016,405.11614990234375
0,19,127.16849517822266,439.8021697998047
0,22,159.04486083984375,439.4294891357422
0,26,168.68458557128906,438.3161926269531
0,28,182.8465347290039,442.0685729980469
0,32,253.67364501953125,440.7318725585938
0,36,294.17840576171875,442.76844787597656
0,37,274.484375,425.6648712158203
0,38,311.3235321044922,435.9875183105469
0,39,287.73207092285156,434.6249084472656
0,40,415.29418467305874,442.1594818211592
0,41,409.9211020689727,443.68033542098294
0,42,417.58277893066406,428.7010955810547
0,43,426.5865020751953,442.66168212890625
0,44,383.58250427246094,362.1929168701172
0,45,554.6245422363281,412.9767303466797
0,47,509.25144958496094,442.46803283691406
0,47,505.50608825683594,417.8597869873047
0,48,505.49347075902693,417.6240177768505
0,49,530.4889221191406,441.9042205810547
0,50,560.3606262207031,389.45152282714844
0,54,535.6962585449219,443.1739196777344
0,55,549.7714233398438,443.1565399169922
0,57,622.0785522460938,446.0402374267578
0,59,636.989788563811,444.44734725229443
0,60,629.7955217549234,443.8287364417422
0,61,682.8927612304688,430.69139099121094
0,62,660.7627563476562,441.2472229003906
0,63,673.7129821777344,443.8745880126953
0,66,649.6885273329384,443.82895552014025
1,1,16.370999336242676,412.60546875
1,5,36.47314262390137,439.8941955566406
1,6,26.70363998413086,435.8173522949219
1,7,66.51664352416992,441.8788299560547
1,13,50.537038803100586,440.2565002441406
1,16,56.35536193847656,404.41070556640625
1,19,127.08900451660156,440.6772766113281
1,22,158.3865966796875,439.28570556640625
1,28,182.75094604492188,441.69667053222656
1,32,253.61058044433594,440.9671936035156
1,36,295.33204650878906,442.8327331542969
1,37,274.75254821777344,424.4839782714844
1,38,310.7213592529297,436.09521484375
1,39,288.4956970214844,433.80979919433594
1,40,414.4173300175191,442.42139159539
1,41,409.47147927411805,443.68033542098294
1,42,416.9312438964844,428.602294921875
1,43,427.7855682373047,443.8359832763672
1,44,385.0523223876953,361.02455139160156
1,45,557.5435791015625,419.8551025390625
1,47,509.03565979003906,442.3109893798828
1,48,505.4497528076172,417.88963317871094
1,49,530.0289348033357,442.1594818211592
1,50,560.0272521972656,389.0701599121094
1,51,529.1549682617188,441.44879150390625
1,54,535.1647644042969,442.83384704589844
1,55,549.3277893066406,443.26747131347656
1,57,622.6207580566406,446.11924743652344
1,59,635.3064575195312,443.7901916503906
1,60,629.4555423259217,444.30470764234445
1,61,681.8677062988281,429.28961181640625
1,62,660.0263061523438,441.71917724609375
1,63,673.1671142578125,444.1344299316406
1,66,648.380349811309,443.11540414470596
2,5,36.45874214172363,439.8188934326172
2,6,26.655845642089844,435.5906219482422
2,7,66.47882461547852,441.887939453125
2,13,50.44614028930664,440.26927185058594
2,16,57.29464530944824,404.06077575683594
2,19,127.50172805786133,440.25531005859375
2,22,157.72183990478516,439.4184112548828
2,28,180.21404266357422,433.05914306640625
2,32,254.25392150878906,440.66432189941406
2,36,291.98243713378906,442.9615783691406
2,37,275.59405517578125,422.7869873046875
2,38,309.8348083496094,435.9979553222656
2,39,290.4302062988281,432.8218688964844
2,40,414.77702825340276,441.79191968259346
2,41,409.5560760498047,443.7275695800781
2,42,417.1709289550781,426.8762512207031
2,43,430.2605743408203,442.9344177246094
2,44,386.71815490722656,359.58612060546875
2,45,551.2455139160156,433.3807373046875
2,47,509.2078094482422,442.5257110595703
2,48,505.3761444091797,417.9625244140625
2,49,527.5124769526374,442.31676043682785
2,50,559.3928527832031,388.0372772216797
2,54,532.0776672363281,442.07594299316406
2,55,549.7225646972656,443.2000427246094
2,57,622.8533020019531,446.07672119140625
2,59,634.9139404296875,443.7734832763672
2,60,629.244140625,445.5553741455078
2,61,682.4435424804688,428.88426208496094
2,62,659.5906066894531,442.5851593017578
2,63,674.9784240722656,444.0226593017578
2,66,646.0018452265278,443.11540414470596
3,5,37.174184799194336,440.13185119628906
3,6,27.32781982421875,434.7979431152344
3,7,66.29617309570312,441.77320861816406
3,8,30.50265407562256,385.24560546875006
3,13,50.5993595123291,440.2159729003906
3,16,57.80596160888672,403.8587188720703
3,19,127.92101669311523,439.6538848876953
3,22,157.96969604492188,439.5361022949219
3,24,166.61914825439453,438.4505615234375
3,28,185.0007858276367,433.4865264892578
3,32,254.68798828125,440.4185485839844
3,36,291.5121765136719,442.5364227294922
3,37,276.4906005859375,421.18202209472656
3,38,308.7069396972656,435.85142517089844
3,39,292.23048400878906,432.0236511230469
3,40,414.126953125,441.9615478515625
3,41,409.88172912597656,443.5417175292969
3,42,416.9039764404297,424.1426239013672
3,43,432.1455383300781,443.0722351074219
3,44,388.1811065673828,357.9231262207031
3,45,557.5209045410156,439.109619140625
3,47,509.17881774902344,442.5449523925781
3,48,505.4636535644531,417.7339782714844
3,49,528.7707058779865,440.9012528958101
3,50,558.9607849121094,386.1111297607422
3,54,532.0683898925781,442.2425842285156
3,55,550.1070251464844,443.35862731933594
3,57,622.583984375,445.75596618652344
3,59,636.5333557128906,442.97760009765625
3,60,631.9948425292969,443.7949981689453
3,61,682.5606079101562,428.2312774658203
3,62,659.4358825683594,442.7739715576172
3,63,676.3033142089844,443.9794311523438
3,66,645.4072190803327,443.234329373945
4,5,36.68856430053711,440.1107940673828
4,6,27.690462112426758,434.6520080566406
4,7,66.18915748596191,441.82933044433594
4,8,42.1798152923584,368.1191101074219
4,13,49.444284439086914,440.2010040283203
4,16,57.66314697265625,403.9446716308594
4,19,129.6241798400879,441.50267028808594
4,22,157.48404693603516,439.3127899169922
4,24,164.97269439697266,438.2837524414063
4,25,184.43596649169922,441.7257843017578
4,31,269.08106994628906,392.5539245605469
4,32,254.66580963134766,440.4551239013672
4,36,290.6582336425781,443.5202178955078
4,37,276.44451904296875,420.4430847167969
4,38,307.73638916015625,435.94500732421875
4,39,292.48321533203125,431.76734924316406
4,40,414.66223144531256,441.9379425048828
